1,89.9607
2,112.504
4,84.0809
6,77.1585
8,87.054
10,82.2154
12,77.2864
14,72.6388
1,96.3424
2,112.214
3,87.589
4,74.278
5,66.3141
6,66.4843
7,78.9321
8,74.8854
9,71.8396
10,68.9147
11,66.1389
12,62.8338
13,60.3825
14,56.9888
1,3833.23
2,2150.2
3,1550.14
4,1347.92
5,1163.23
6,1073.97
7,1538.02
8,1452.62
9,1501.1
10,1454.7
11,1431.9
12,1458.51
13,1499.5
14,1344.97
